Year_Month,Card_type,Contract_region,Trip
Feb-2021,School Student,Sydney Metro Contract 7,164376
Feb-2021,Senior/Pensioner,Sydney Metro Contract 7,233781
Feb-2021,Adult,Sydney Metro Contract 8,737550
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 8,14
Feb-2021,Adult Single Bus Trip 2,Sydney Metro Contract 8,11
Feb-2021,Adult Single Bus Trip 3,Sydney Metro Contract 8,1
Feb-2021,CTP,Sydney Metro Contract 8,371213
Feb-2021,Child/Youth,Sydney Metro Contract 8,107717
Feb-2021,Concession,Sydney Metro Contract 8,61322
Feb-2021,Day Pass without SAF,Sydney Metro Contract 8,8
Feb-2021,Employee,Sydney Metro Contract 8,10036
Feb-2021,Free Travel,Sydney Metro Contract 8,2709
Feb-2021,School Student,Sydney Metro Contract 8,164766
Feb-2021,Senior/Pensioner,Sydney Metro Contract 8,210312
Feb-2021,Adult,Sydney Metro Contract 9,1214372
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 9,12
Feb-2021,CTP,Sydney Metro Contract 9,809802
Feb-2021,Child/Youth,Sydney Metro Contract 9,70501
Feb-2021,Child/Youth Single Bus Trip 1,Sydney Metro Contract 9,1
Feb-2021,Concession,Sydney Metro Contract 9,135094
Feb-2021,Day Pass without SAF,Sydney Metro Contract 9,25
Feb-2021,Employee,Sydney Metro Contract 9,11807
Feb-2021,Free Travel,Sydney Metro Contract 9,4651
Feb-2021,School Student,Sydney Metro Contract 9,52221
Feb-2021,Senior/Pensioner,Sydney Metro Contract 9,459915
Feb-2021,CTP,UNKNOWN,1
Feb-2021,Senior/Pensioner,UNKNOWN,1
Mar-2021,Adult,NISC 1,71794
Mar-2021,Adult Single Bus Trip 2,NISC 1,2
Mar-2021,Adult Single Bus Trip 3,NISC 1,1
Mar-2021,CTP,NISC 1,49144
Mar-2021,Child/Youth,NISC 1,15571
Mar-2021,Concession,NISC 1,21527
Mar-2021,Day Pass without SAF,NISC 1,47
Mar-2021,Employee,NISC 1,1863
Mar-2021,Free Travel,NISC 1,850
Mar-2021,On Demand,NISC 1,4813
Mar-2021,School Student,NISC 1,34047
Mar-2021,Senior/Pensioner,NISC 1,102335
Mar-2021,Adult,Outer Sydney Metro Contract 1,2730
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 1,1
Mar-2021,CTP,Outer Sydney Metro Contract 1,1879
Mar-2021,Child/Youth,Outer Sydney Metro Contract 1,1612
Mar-2021,Concession,Outer Sydney Metro Contract 1,746
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 1,48
Mar-2021,Employee,Outer Sydney Metro Contract 1,1
Mar-2021,Free Travel,Outer Sydney Metro Contract 1,53
Mar-2021,School Student,Outer Sydney Metro Contract 1,22200
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 1,5434
Mar-2021,Adult,Outer Sydney Metro Contract 10,37014
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 10,1
Mar-2021,CTP,Outer Sydney Metro Contract 10,22072
Mar-2021,Child/Youth,Outer Sydney Metro Contract 10,21885
Mar-2021,Concession,Outer Sydney Metro Contract 10,8443
Mar-2021,Day Pass Child/Youth w/o SAF,Outer Sydney Metro Contract 10,4
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 10,29
Mar-2021,Employee,Outer Sydney Metro Contract 10,214
Mar-2021,Free Travel,Outer Sydney Metro Contract 10,549
Mar-2021,School Student,Outer Sydney Metro Contract 10,198473
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 10,80831
Mar-2021,Adult,Outer Sydney Metro Contract 11,380
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 11,5
Mar-2021,CTP,Outer Sydney Metro Contract 11,263
Mar-2021,Child/Youth,Outer Sydney Metro Contract 11,268
Mar-2021,Concession,Outer Sydney Metro Contract 11,86
Mar-2021,Employee,Outer Sydney Metro Contract 11,6
Mar-2021,Free Travel,Outer Sydney Metro Contract 11,12
Mar-2021,School Student,Outer Sydney Metro Contract 11,1909
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 11,603
Mar-2021,Adult,Outer Sydney Metro Contract 12,8434
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 12,2
Mar-2021,CTP,Outer Sydney Metro Contract 12,5503
Mar-2021,Child/Youth,Outer Sydney Metro Contract 12,3766
Mar-2021,Concession,Outer Sydney Metro Contract 12,1708
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 12,3
Mar-2021,Employee,Outer Sydney Metro Contract 12,156
Mar-2021,Free Travel,Outer Sydney Metro Contract 12,177
Mar-2021,School Student,Outer Sydney Metro Contract 12,25950
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 12,15506
Mar-2021,Adult,Outer Sydney Metro Contract 2,10438
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 2,5
Mar-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 2,3
Mar-2021,CTP,Outer Sydney Metro Contract 2,8024
Mar-2021,Child/Youth,Outer Sydney Metro Contract 2,5818
Mar-2021,Concession,Outer Sydney Metro Contract 2,2168
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 2,16
Mar-2021,Employee,Outer Sydney Metro Contract 2,50
Mar-2021,Free Travel,Outer Sydney Metro Contract 2,343
Mar-2021,School Student,Outer Sydney Metro Contract 2,32674
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 2,22502
Mar-2021,Adult,Outer Sydney Metro Contract 3,4275
Mar-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 3,2
Mar-2021,CTP,Outer Sydney Metro Contract 3,4601
Mar-2021,Child/Youth,Outer Sydney Metro Contract 3,1711
Mar-2021,Concession,Outer Sydney Metro Contract 3,665
Mar-2021,Employee,Outer Sydney Metro Contract 3,12
Mar-2021,Free Travel,Outer Sydney Metro Contract 3,98
Mar-2021,School Student,Outer Sydney Metro Contract 3,7034
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 3,6760
Mar-2021,Adult,Outer Sydney Metro Contract 4,11556
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 4,2
Mar-2021,CTP,Outer Sydney Metro Contract 4,7981
Mar-2021,Child/Youth,Outer Sydney Metro Contract 4,3832
Mar-2021,Concession,Outer Sydney Metro Contract 4,3777
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 4,5
Mar-2021,Employee,Outer Sydney Metro Contract 4,92
Mar-2021,Free Travel,Outer Sydney Metro Contract 4,212
Mar-2021,School Student,Outer Sydney Metro Contract 4,12018
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 4,19767
Mar-2021,Adult,Outer Sydney Metro Contract 6,59604
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 6,3
Mar-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 6,1
Mar-2021,Adult Single Bus Trip 3,Outer Sydney Metro Contract 6,4
Mar-2021,CTP,Outer Sydney Metro Contract 6,30363
Mar-2021,Child/Youth,Outer Sydney Metro Contract 6,18156
Mar-2021,Concession,Outer Sydney Metro Contract 6,9376
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 6,42
Mar-2021,Employee,Outer Sydney Metro Contract 6,994
Mar-2021,Free Travel,Outer Sydney Metro Contract 6,1515
Mar-2021,School Student,Outer Sydney Metro Contract 6,81837
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 6,93605
Mar-2021,Adult,Outer Sydney Metro Contract 7,27943
Mar-2021,CTP,Outer Sydney Metro Contract 7,16027
Mar-2021,Child/Youth,Outer Sydney Metro Contract 7,11494
Mar-2021,Concession,Outer Sydney Metro Contract 7,4418
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 7,26
Mar-2021,Employee,Outer Sydney Metro Contract 7,209
Mar-2021,Free Travel,Outer Sydney Metro Contract 7,587
Mar-2021,School Student,Outer Sydney Metro Contract 7,84749
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 7,44012
Mar-2021,Adult,Outer Sydney Metro Contract 8,9180
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 8,1
Mar-2021,CTP,Outer Sydney Metro Contract 8,4115
Mar-2021,Child/Youth,Outer Sydney Metro Contract 8,2869
Mar-2021,Concession,Outer Sydney Metro Contract 8,1195
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 8,3
Mar-2021,Employee,Outer Sydney Metro Contract 8,100
Mar-2021,Free Travel,Outer Sydney Metro Contract 8,198
Mar-2021,School Student,Outer Sydney Metro Contract 8,42563
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 8,13754
Mar-2021,Adult,Outer Sydney Metro Contract 9,2863
Mar-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 9,1
Mar-2021,CTP,Outer Sydney Metro Contract 9,1658
Mar-2021,Child/Youth,Outer Sydney Metro Contract 9,1438
Mar-2021,Concession,Outer Sydney Metro Contract 9,308
Mar-2021,Day Pass without SAF,Outer Sydney Metro Contract 9,2
Mar-2021,Employee,Outer Sydney Metro Contract 9,46
Mar-2021,Free Travel,Outer Sydney Metro Contract 9,65
Mar-2021,School Student,Outer Sydney Metro Contract 9,16592
Mar-2021,Senior/Pensioner,Outer Sydney Metro Contract 9,2730
Mar-2021,Adult,SBSC Contract 6,1415132
Mar-2021,Adult Single Bus Trip 1,SBSC Contract 6,17
Mar-2021,Adult Single Bus Trip 2,SBSC Contract 6,3
Mar-2021,Adult Single Bus Trip 3,SBSC Contract 6,2
Mar-2021,CTP,SBSC Contract 6,667427
Mar-2021,Child/Youth,SBSC Contract 6,84916
Mar-2021,Concession,SBSC Contract 6,279981
Mar-2021,Day Pass without SAF,SBSC Contract 6,48
Mar-2021,Employee,SBSC Contract 6,17322
Mar-2021,Free Travel,SBSC Contract 6,5028
Mar-2021,On Demand,SBSC Contract 6,4894
Mar-2021,School Student,SBSC Contract 6,118020
Mar-2021,Senior/Pensioner,SBSC Contract 6,608868
Mar-2021,Adult,Sydney Metro Contract 1,294367
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 1,10
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 1,1
Mar-2021,CTP,Sydney Metro Contract 1,98040
Mar-2021,Child/Youth,Sydney Metro Contract 1,42069
Mar-2021,Concession,Sydney Metro Contract 1,45028
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 1,7
Mar-2021,Day Pass without SAF,Sydney Metro Contract 1,163
Mar-2021,Employee,Sydney Metro Contract 1,1902
Mar-2021,Free Travel,Sydney Metro Contract 1,1459
Mar-2021,On Demand,Sydney Metro Contract 1,9412
Mar-2021,School Student,Sydney Metro Contract 1,153294
Mar-2021,Senior/Pensioner,Sydney Metro Contract 1,182357
Mar-2021,Adult,Sydney Metro Contract 10,166609
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 10,3
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 10,3
Mar-2021,CTP,Sydney Metro Contract 10,52105
Mar-2021,Child/Youth,Sydney Metro Contract 10,32530
Mar-2021,Concession,Sydney Metro Contract 10,24669
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 10,1
Mar-2021,Day Pass without SAF,Sydney Metro Contract 10,10
Mar-2021,Employee,Sydney Metro Contract 10,937
Mar-2021,Free Travel,Sydney Metro Contract 10,983
Mar-2021,School Student,Sydney Metro Contract 10,156816
Mar-2021,Senior/Pensioner,Sydney Metro Contract 10,123410
Mar-2021,Adult,Sydney Metro Contract 12,60674
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 12,1
Mar-2021,CTP,Sydney Metro Contract 12,16486
Mar-2021,Child/Youth,Sydney Metro Contract 12,20898
Mar-2021,Concession,Sydney Metro Contract 12,11787
Mar-2021,Employee,Sydney Metro Contract 12,256
Mar-2021,Free Travel,Sydney Metro Contract 12,379
Mar-2021,School Student,Sydney Metro Contract 12,140040
Mar-2021,Senior/Pensioner,Sydney Metro Contract 12,29164
Mar-2021,Adult,Sydney Metro Contract 13,200951
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 13,4
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 13,4
Mar-2021,Adult Single Bus Trip 3,Sydney Metro Contract 13,2
Mar-2021,CTP,Sydney Metro Contract 13,57815
Mar-2021,Child/Youth,Sydney Metro Contract 13,24513
Mar-2021,Concession,Sydney Metro Contract 13,34657
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 13,6
Mar-2021,Day Pass without SAF,Sydney Metro Contract 13,12
Mar-2021,Employee,Sydney Metro Contract 13,938
Mar-2021,Free Travel,Sydney Metro Contract 13,1198
Mar-2021,School Student,Sydney Metro Contract 13,84956
Mar-2021,Senior/Pensioner,Sydney Metro Contract 13,155548
Mar-2021,Adult,Sydney Metro Contract 14,159410
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 14,2
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 14,1
Mar-2021,CTP,Sydney Metro Contract 14,59813
Mar-2021,Child/Youth,Sydney Metro Contract 14,28035
Mar-2021,Concession,Sydney Metro Contract 14,26675
Mar-2021,Employee,Sydney Metro Contract 14,166
Mar-2021,Free Travel,Sydney Metro Contract 14,456
Mar-2021,School Student,Sydney Metro Contract 14,81579
Mar-2021,Senior/Pensioner,Sydney Metro Contract 14,44351
Mar-2021,Adult,Sydney Metro Contract 15,62402
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 15,1
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 15,1
Mar-2021,CTP,Sydney Metro Contract 15,25125
Mar-2021,Child/Youth,Sydney Metro Contract 15,16877
Mar-2021,Concession,Sydney Metro Contract 15,11159
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 15,3
Mar-2021,Day Pass without SAF,Sydney Metro Contract 15,8
Mar-2021,Employee,Sydney Metro Contract 15,765
Mar-2021,Free Travel,Sydney Metro Contract 15,685
Mar-2021,School Student,Sydney Metro Contract 15,76016
Mar-2021,Senior/Pensioner,Sydney Metro Contract 15,49553
Mar-2021,Adult,Sydney Metro Contract 2,84722
Mar-2021,Adult Single Bus Trip 3,Sydney Metro Contract 2,1
Mar-2021,CTP,Sydney Metro Contract 2,25842
Mar-2021,Child/Youth,Sydney Metro Contract 2,14551
Mar-2021,Concession,Sydney Metro Contract 2,14451
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 2,1
Mar-2021,Day Pass without SAF,Sydney Metro Contract 2,8
Mar-2021,Employee,Sydney Metro Contract 2,438
Mar-2021,Free Travel,Sydney Metro Contract 2,646
Mar-2021,School Student,Sydney Metro Contract 2,54079
Mar-2021,Senior/Pensioner,Sydney Metro Contract 2,73636
Mar-2021,Adult,Sydney Metro Contract 3,257377
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 3,6
Mar-2021,Adult Single Bus Trip 3,Sydney Metro Contract 3,2
Mar-2021,CTP,Sydney Metro Contract 3,80778
Mar-2021,Child/Youth,Sydney Metro Contract 3,40098
Mar-2021,Concession,Sydney Metro Contract 3,55480
Mar-2021,Day Pass without SAF,Sydney Metro Contract 3,48
Mar-2021,Employee,Sydney Metro Contract 3,1203
Mar-2021,Free Travel,Sydney Metro Contract 3,1127
Mar-2021,School Student,Sydney Metro Contract 3,96729
Mar-2021,Senior/Pensioner,Sydney Metro Contract 3,239929
Mar-2021,Adult,Sydney Metro Contract 4,575624
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 4,1
Mar-2021,Adult Single Bus Trip 3,Sydney Metro Contract 4,1
Mar-2021,CTP,Sydney Metro Contract 4,182145
Mar-2021,Child/Youth,Sydney Metro Contract 4,59252
Mar-2021,Concession,Sydney Metro Contract 4,104513
Mar-2021,Day Pass without SAF,Sydney Metro Contract 4,43
Mar-2021,Employee,Sydney Metro Contract 4,1954
Mar-2021,Free Travel,Sydney Metro Contract 4,1432
Mar-2021,On Demand,Sydney Metro Contract 4,1959
Mar-2021,School Student,Sydney Metro Contract 4,202178
Mar-2021,Senior/Pensioner,Sydney Metro Contract 4,163123
Mar-2021,Adult,Sydney Metro Contract 5,94937
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 5,3
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 5,4
Mar-2021,CTP,Sydney Metro Contract 5,26598
Mar-2021,Child/Youth,Sydney Metro Contract 5,9037
Mar-2021,Concession,Sydney Metro Contract 5,15235
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 5,8
Mar-2021,Day Pass without SAF,Sydney Metro Contract 5,7
Mar-2021,Employee,Sydney Metro Contract 5,577
Mar-2021,Free Travel,Sydney Metro Contract 5,483
Mar-2021,School Student,Sydney Metro Contract 5,23589
Mar-2021,Senior/Pensioner,Sydney Metro Contract 5,100105
Mar-2021,Adult,Sydney Metro Contract 7,865697
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 7,5
Mar-2021,CTP,Sydney Metro Contract 7,330037
Mar-2021,Child/Youth,Sydney Metro Contract 7,70967
Mar-2021,Concession,Sydney Metro Contract 7,122861
Mar-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 7,1
Mar-2021,Day Pass without SAF,Sydney Metro Contract 7,96
Mar-2021,Employee,Sydney Metro Contract 7,7573
Mar-2021,Free Travel,Sydney Metro Contract 7,2389
Mar-2021,School Student,Sydney Metro Contract 7,176731
Mar-2021,Senior/Pensioner,Sydney Metro Contract 7,273149
Mar-2021,Adult,Sydney Metro Contract 8,832583
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 8,11
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 8,7
Mar-2021,Adult Single Bus Trip 3,Sydney Metro Contract 8,6
Mar-2021,CTP,Sydney Metro Contract 8,421169
Mar-2021,Child/Youth,Sydney Metro Contract 8,98899
Mar-2021,Concession,Sydney Metro Contract 8,93261
Mar-2021,Day Pass without SAF,Sydney Metro Contract 8,28
Mar-2021,Employee,Sydney Metro Contract 8,11599
Mar-2021,Free Travel,Sydney Metro Contract 8,3279
Mar-2021,School Student,Sydney Metro Contract 8,175533
Mar-2021,Senior/Pensioner,Sydney Metro Contract 8,243024
Mar-2021,Adult,Sydney Metro Contract 9,1345300
Mar-2021,Adult Single Bus Trip 1,Sydney Metro Contract 9,7
Mar-2021,Adult Single Bus Trip 2,Sydney Metro Contract 9,3
Mar-2021,CTP,Sydney Metro Contract 9,917014
Mar-2021,Child/Youth,Sydney Metro Contract 9,66333
Mar-2021,Concession,Sydney Metro Contract 9,182647
Mar-2021,Day Pass without SAF,Sydney Metro Contract 9,33
Mar-2021,Employee,Sydney Metro Contract 9,13407
Mar-2021,Free Travel,Sydney Metro Contract 9,5234
Mar-2021,School Student,Sydney Metro Contract 9,54295
Mar-2021,Senior/Pensioner,Sydney Metro Contract 9,521683
Mar-2021,Adult,UNKNOWN,1
Apr-2021,Adult,NISC 1,65288
Apr-2021,Adult Single Bus Trip 1,NISC 1,3
Apr-2021,CTP,NISC 1,48901
Apr-2021,Child/Youth,NISC 1,20802
Apr-2021,Concession,NISC 1,16526
Apr-2021,Day Pass without SAF,NISC 1,13
Apr-2021,Employee,NISC 1,1894
Apr-2021,Free Travel,NISC 1,800
Apr-2021,On Demand,NISC 1,4238
Apr-2021,School Student,NISC 1,14902
Apr-2021,Senior/Pensioner,NISC 1,98521
Apr-2021,Adult,Outer Sydney Metro Contract 1,2858
Apr-2021,CTP,Outer Sydney Metro Contract 1,1819
Apr-2021,Child/Youth,Outer Sydney Metro Contract 1,1356
Apr-2021,Concession,Outer Sydney Metro Contract 1,697
Apr-2021,Day Pass without SAF,Outer Sydney Metro Contract 1,47
Apr-2021,Employee,Outer Sydney Metro Contract 1,10
Apr-2021,Free Travel,Outer Sydney Metro Contract 1,71
Apr-2021,School Student,Outer Sydney Metro Contract 1,9520
Apr-2021,Senior/Pensioner,Outer Sydney Metro Contract 1,5403
Apr-2021,Adult,Outer Sydney Metro Contract 10,34563
Apr-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 10,1
Apr-2021,CTP,Outer Sydney Metro Contract 10,21886
Apr-2021,Child/Youth,Outer Sydney Metro Contract 10,18281
Apr-2021,Concession,Outer Sydney Metro Contract 10,6834
Apr-2021,Day Pass Child/Youth w/o SAF,Outer Sydney Metro Contract 10,1
Apr-2021,Day Pass without SAF,Outer Sydney Metro Contract 10,25
Apr-2021,Employee,Outer Sydney Metro Contract 10,185
Apr-2021,Free Travel,Outer Sydney Metro Contract 10,565
Apr-2021,School Student,Outer Sydney Metro Contract 10,86994
Apr-2021,Senior/Pensioner,Outer Sydney Metro Contract 10,76243
Apr-2021,Adult,Outer Sydney Metro Contract 11,477
Apr-2021,CTP,Outer Sydney Metro Contract 11,306
Apr-2021,Child/Youth,Outer Sydney Metro Contract 11,317
Apr-2021,Concession,Outer Sydney Metro Contract 11,90
Apr-2021,Employee,Outer Sydney Metro Contract 11,13
Apr-2021,Free Travel,Outer Sydney Metro Contract 11,20
Apr-2021,School Student,Outer Sydney Metro Contract 11,861
Apr-2021,Senior/Pensioner,Outer Sydney Metro Contract 11,804
Apr-2021,Adult,Outer Sydney Metro Contract 12,7902
Apr-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 12,2
Apr-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 12,7
Apr-2021,Adult Single Bus Trip 3,Outer Sydney Metro Contract 12,1
Apr-2021,CTP,Outer Sydney Metro Contract 12,5746
Apr-2021,Child/Youth,Outer Sydney Metro Contract 12,4485
Apr-2021,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 12,1
Apr-2021,Concession,Outer Sydney Metro Contract 12,1392
Apr-2021,Day Pass without SAF,Outer Sydney Metro Contract 12,2
Apr-2021,Employee,Outer Sydney Metro Contract 12,117
Apr-2021,Free Travel,Outer Sydney Metro Contract 12,175
Apr-2021,School Student,Outer Sydney Metro Contract 12,11212
Apr-2021,Senior/Pensioner,Outer Sydney Metro Contract 12,15326
Apr-2021,Adult,Outer Sydney Metro Contract 2,10060
Apr-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 2,5
Apr-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 2,6
Apr-2021,Adult Single Bus Trip 3,Outer Sydney Metro Contract 2,2
Apr-2021,CTP,Outer Sydney Metro Contract 2,8020
Apr-2021,Child/Youth,Outer Sydney Metro Contract 2,6551
Apr-2021,Concession,Outer Sydney Metro Contract 2,1931
Apr-2021,Day Pass without SAF,Outer Sydney Metro Contract 2,7
Apr-2021,Employee,Outer Sydney Metro Contract 2,40
Apr-2021,Free Travel,Outer Sydney Metro Contract 2,355
Apr-2021,School Student,Outer Sydney Metro Contract 2,13691
Apr-2021,Senior/Pensioner,Outer Sydney Metro Contract 2,20623
Apr-2021,Adult,Outer Sydney Metro Contract 3,4666
Apr-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 3,1
Apr-2021,Adult Single Bus Trip 3,Outer Sydney Metro Contract 3,1
Apr-2021,CTP,Outer Sydney Metro Contract 3,5249
Apr-2021,Child/Youth,Outer Sydney Metro Contract 3,2101
Apr-2021,Concession,Outer Sydney Metro Contract 3,805
Apr-2021,Employee,Outer Sydney Metro Contract 3,17
Apr-2021,Free Travel,Outer Sydney Metro Contract 3,99
Apr-2021,School Student,Outer Sydney Metro Contract 3,2870
Apr-2021,Senior/Pensioner,Outer Sydney Metro Contract 3,6873
Apr-2021,Adult,Outer Sydney Metro Contract 4,9944
Apr-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 4,7
Apr-2021,CTP,Outer Sydney Metro Contract 4,7924
Apr-2021,Child/Youth,Outer Sydney Metro Contract 4,4851
